Mã SV,Mã HP,Time slot
D936060082,F321Q6E1,1
D936075042,F12P01E1,1
D936088592,N1B201E1,1
D936151494,N1B201E1,1
D936155012,J5BORME1,1
D936194217,J5BORME1,1
D936202408,C82CUAE1,1
D936223942,F12P01E1,1
D936319544,N1B201E1,1
D936322566,C82CUAE1,1
D936349471,F12P01E1,1
D936372310,C82CUAE1,1
D936398170,F321Q6E1,1
D936416957,F321Q6E1,1
D936456883,F321Q6E1,1
D936477350,F321Q6E1,1
D936521228,F12P01E1,1
D936557401,N1B201E1,1
D936579805,F11O01E1,1
D936601357,C82CUAE1,1
D936634872,LKC3GAE1,1
D936663920,F12P01E1,1
D936711922,J5BORME1,1
D936855916,F321Q6E1,1
D936867735,F321Q6E1,1
D936996035,C82CUAE1,1
D937102709,G111VBE1,1
D937104057,F321Q6E1,1
D937125513,C82CUAE1,1
D937152003,C82CUAE1,1
D937382493,C82CUAE1,1
D937453003,N1B201E1,1
D937527670,F12P01E1,1
D937527681,F12P01E1,1
D937624496,F321Q6E1,1
D937628900,J5BORME1,1
D937924318,N1B201E1,1
D937952894,J5BORME1,1
D938518659,LKC3GAE1,1
D939833120,C82CUAE1,1
D939833223,F321Q6E1,1
D940011201,B11101E1,1
D940011245,B31105E1,1
D940011278,B31105E1,1
D940011326,LK10SAE1,1
D940011360,F11O01E1,1
D940011599,B31105E1,1
D940011692,C81HAAE1,1
D940011739,B31105E1,1
D940012079,B31105E1,1
D940012390,F11O01E1,1
D940012482,F11O01E1,1
D940012666,B31105E1,1
D940012839,B31105E1,1
D940013490,F11O01E1,1
D940013515,F11O01E1,1
D940013685,B31105E1,1
D940013814,B31105E1,1
D940013906,B11101E1,1
D940013928,B31105E1,1
D940013940,F11O01E1,1
D940014006,F11O01E1,1
D940014028,B31105E1,1
D940014110,C81HAAE1,1
D940014154,B11101E1,1
D940014235,B31105E1,1
D940014305,C81HAAE1,1
D940014431,B31105E1,1
D940014604,F11O01E1,1
D940014659,F11O01E1,1
D940014752,B31105E1,1
D940014800,B31105E1,1
D940014888,F11O01E1,1
D940014947,B31105E1,1
D940014992,F11O01E1,1
D940015139,F11O01E1,1
D940015162,F11O01E1,1
D940015379,B31105E1,1
D940015391,F11O01E1,1
D940015678,F11O01E1,1
D940015690,F11O01E1,1
D940015737,B31105E1,1
D940015874,F11O01E1,1
D940016181,F11O01E1,1
D940016228,F11O01E1,1
D940016239,F11O01E1,1
D940016240,B11101E1,1
D940016354,LK10SAE1,1
D940016398,LK10SAE1,1
D940016505,F11O01E1,1
D940016516,G111VBE1,1
D940016550,B31105E1,1
D940016572,F11O01E1,1
D940016594,B31105E1,1
D940016974,F11O01E1,1
D940016996,F11O01E1,1
D940017188,C81HAAE1,1
D940017373,F11O01E1,1
D940017421,B11101E1,1
D940017502,G111VBE1,1
D940017535,F11O01E1,1
D940017568,B11101E1,1
D940017672,F11O01E1,1
D940017845,G111VBE1,1
D940017904,B11101E1,1
D940018303,B31105E1,1
D940018428,C81HAAE1,1
D940018439,B31105E1,1
D940018462,B31105E1,1
D940018565,B31105E1,1
D940018738,F11O01E1,1
D940018761,B31105E1,1
D940018978,F11O01E1,1
D940019045,F11O01E1,1
D940019528,B31105E1,1
D940020030,B31105E1,1
D940020096,G111VBE1,1
D940020122,F11O01E1,1
D940020317,C81HAAE1,1
D940020513,G111VBE1,1
D940020524,B11101E1,1
D940020535,F11O01E1,1
D940020661,F11O01E1,1
D940020797,F11O01E1,1
D940020823,B11101E1,1
D940020948,F11O01E1,1
D940021093,B31105E1,1
D940021185,B11101E1,1
D940021255,F11O01E1,1
D940021314,B31105E1,1
D940021392,F11O01E1,1
D940021428,C81HAAE1,1
D940021451,F11O01E1,1
D940021598,B11101E1,1
D940021613,F11O01E1,1
D940021738,B31105E1,1
D940021749,B31105E1,1
D940021750,F11O01E1,1
D940021820,B31105E1,1
D940021990,B11101E1,1
D940022067,B31105E1,1
D940022159,B31105E1,1
D940022241,F11O01E1,1
D940022458,F11O01E1,1
D940022942,B31105E1,1
D940022964,F11O01E1,1
D940023031,B31105E1,1
D940023075,F11O01E1,1
D940023123,F11O01E1,1
D940023329,B31105E1,1
D940023400,F11O01E1,1
D940023422,F11O01E1,1
D940023488,F11O01E1,1
D940023503,G111VBE1,1
D940023662,B31105E1,1
D940023743,F11O01E1,1
D940023813,B11101E1,1
D940023835,B31105E1,1
D940023938,B31105E1,1
D940024072,B31105E1,1
D940024212,B11101E1,1
D940024234,F11O01E1,1
D940024382,B31105E1,1
D940024441,F11O01E1,1
D940024681,B31105E1,1
D940024706,B31105E1,1
D940024728,F11O01E1,1
D940024762,F11O01E1,1
D940024913,F11O01E1,1
D940024924,F11O01E1,1
D940025013,F11O01E1,1
D940025035,F11O01E1,1
D940025149,B31105E1,1
D940025448,B31105E1,1
D940025471,B31105E1,1
D940025518,C81HAAE1,1
D940025574,F11O01E1,1
D940025736,B31105E1,1
D940025839,C81HAAE1,1
D940025851,F11O01E1,1
D940025909,B31105E1,1
D940026157,B11101E1,1
D940026238,B31105E1,1
D940026249,F11O01E1,1
D940026250,B31105E1,1
D940026272,F11O01E1,1
D940026320,B31105E1,1
D940026364,F11O01E1,1
D940026401,F11O01E1,1
D940026629,F11O01E1,1
D940026674,B31105E1,1
D940026711,F11O01E1,1
D940026788,B31105E1,1
D940026928,B11101E1,1
D940027109,F11O01E1,1
D940027143,B11101E1,1
D940027327,F11O01E1,1
D940027512,F11O01E1,1
D940027660,B11101E1,1
D940027888,F11O01E1,1
D940027958,B31105E1,1
D940028014,B31105E1,1
D940028025,B31105E1,1
D940028254,B31105E1,1
D940028368,F11O01E1,1
D940028601,B11101E1,1
D940028623,F11O01E1,1
D940029044,C81HAAE1,1
D940029088,B31105E1,1
D940029170,B31105E1,1
D940029310,C81HAAE1,1
D940029376,B11101E1,1
D940029402,F11O01E1,1
D940029435,B31105E1,1
D940029446,B31105E1,1
D940029516,B31105E1,1
D940029550,F11O01E1,1
D940029697,B31105E1,1
D940029712,B31105E1,1
D940029756,B31105E1,1
D940029804,B11101E1,1
D940029871,F11O01E1,1
D940029929,F11O01E1,1
D940029952,B11101E1,1
D940030213,F11O01E1,1
D940030464,F11O01E1,1
D940030523,F11O01E1,1
D940030648,F11O01E1,1
D940030796,F11O01E1,1
D940030899,B31105E1,1
D940030925,B31105E1,1
D940030936,B11101E1,1
D940031036,F11O01E1,1
D940031069,F11O01E1,1
D940031117,F11O01E1,1
D940031243,C81HAAE1,1
D940031335,B31105E1,1
D940031346,B31105E1,1
D940031379,C81HAAE1,1
D940031564,F11O01E1,1
D940031955,G111VBE1,1
D940032103,B31105E1,1
D940032572,F11O01E1,1
D940032594,B31105E1,1
D940032767,F11O01E1,1
D940032789,F11O01E1,1
D940033029,B31105E1,1
D940033030,B31105E1,1
D940033281,B31105E1,1
D940033443,F11O01E1,1
D940033487,F11O01E1,1
D940033557,F11O01E1,1
D940033591,B31105E1,1
D940033605,B31105E1,1
D940033661,B31105E1,1
D940033742,F11O01E1,1
D940034129,B31105E1,1
D940034196,B31105E1,1
D940034200,B31105E1,1
D940034211,F11O01E1,1
D940034244,B31105E1,1
D940034602,F11O01E1,1
D940034772,F11O01E1,1
D940034945,F11O01E1,1
D940035023,LK10SAE1,1
D940035621,G111VBE1,1
D940035702,F11O01E1,1
D940035861,B31105E1,1
D940036020,B31105E1,1
D940036112,B31105E1,1
D940036400,B31105E1,1
D940036684,F11O01E1,1
D940037016,B31105E1,1
D940037094,B31105E1,1
D940037245,F11O01E1,1
D940037810,C81HAAE1,1
D940037832,B31105E1,1
D940037935,B31105E1,1
D940038220,B11101E1,1
D940038286,B31105E1,1
D940038426,B11101E1,1
D940038574,B31105E1,1
D940038644,F11O01E1,1
D940038769,B31105E1,1
D940038806,B31105E1,1
D940041105,B31105E1,1
D940041323,B31105E1,1
D940041806,G53RDBE1,1
D940054301,B31105E1,1
D940054552,B31105E1,1
D940055021,C81HAAE1,1
D940055168,B31105E1,1
D940055180,F11O01E1,1
D940055641,C82CUAE1,1
D940055652,L83121E1,1
D942269598,B31105E1,1
D943583578,B31105E1,1
D945083384,F11O01E1,1
D945168854,F11O01E1,1
D945256597,F11O01E1,1
D945324047,C81HAAE1,1
D945458618,B31105E1,1
D945527512,B31105E1,1
D945554932,B31105E1,1
D945619736,B31105E1,1
D945693389,B11101E1,1
D945865609,G111VBE1,1
D945883120,F11O01E1,1
D946024449,B31105E1,1
D946202852,F11O01E1,1
D946225493,F11O01E1,1
F903172237,H7CORGE1,1
F904698187,H5C142E1,1
F913151550,H7CORGE1,1
F913408052,LK10SAE1,1
F916123143,H5C142E1,1
F916331391,H5C142E1,1
F916543949,H5C142E1,1
F916691457,H5C142E1,1
F916853608,H7CORGE1,1
F917390209,HGCEMCE1,1
F917940820,H7CORGE1,1
F918150341,H5C142E1,1
F920178430,H5C142E1,1
F920185999,H7CORGE1,1
F920214440,HGCEMCE1,1
F920230484,HGCEMCE1,1
F920310144,H7CORGE1,1
F920374342,H7CORGE1,1
F920533732,LK10SAE1,1
F920541726,H5C142E1,1
F920548688,H5C142E1,1
F920555594,H7CORGE1,1
F920569328,H5C142E1,1
F920625990,LK10SAE1,1
F920628692,H22M02E1,1
F920699175,H5C142E1,1
F920781861,H7CORGE1,1
F920887495,H5C142E1,1
F921000916,LKC3GAE1,1
F921017154,H5C142E1,1
F921110606,H7CORGE1,1
F921185305,H5C142E1,1
F921191834,H5C142E1,1
F921217477,H7CORGE1,1
F921237763,H7CORGE1,1
F921239505,H5C142E1,1
F921264219,H7CORGE1,1
F921582685,H5C142E1,1
F921678139,H7CORGE1,1
F921945547,HGCEMCE1,1
F922074471,H7CORGE1,1
F922108237,J5BORME1,1
F922192122,H7CORGE1,1
F922226380,H7CORGE1,1
F922264728,LKC3GAE1,1
F922597497,J5BORME1,1
F922678822,HGCEMCE1,1
F922800777,H7CORGE1,1
F922857210,H5C142E1,1
F923399735,H7CORGE1,1
F923721512,LKC3GAE1,1
F926287844,HGCEMCE1,1
F926407338,H5C142E1,1
F926616103,H7CORGE1,1
F928203688,H7CORGE1,1
F930199535,H22M02E1,1
F930342832,H22M02E1,1
F930910114,H22M02E1,1
F931127667,H22M02E1,1
F931421554,H22M02E1,1
F935048331,H22M02E1,1
F935048939,H22M02E1,1
F935059049,H22M02E1,1
F935115910,H22M02E1,1
F935128194,H22M02E1,1
F935136683,H22M02E1,1
F935138654,H22M02E1,1
F935139444,H22M02E1,1
F935153808,H22M02E1,1
F935164826,H22M02E1,1
F935166727,H22M02E1,1
F935182521,H22M02E1,1
F935206757,H22M02E1,1
F935222089,H22M02E1,1
F935228748,H22M02E1,1
F935248735,H22M02E1,1
F935272316,H22M02E1,1
F935272992,H22M02E1,1
F935281374,H22M02E1,1
F935288421,H22M02E1,1
F935288683,H22M02E1,1
F935312483,H22M02E1,1
F935319253,LK10SAE1,1
F935373691,H22M02E1,1
F935414776,H22M02E1,1
F935423387,H22M02E1,1
F935435818,H22M02E1,1
F935440199,H22M02E1,1
F935456581,H22M02E1,1
F935467794,H22M02E1,1
F935555840,H22M02E1,1
F935606821,H22M02E1,1
F935613058,H22M02E1,1
F935614631,H22M02E1,1
F935626427,H22M02E1,1
F935636910,H22M02E1,1
F935640456,H22M02E1,1
F935677245,H22M02E1,1
F935695250,H22M02E1,1
F935697254,H22M02E1,1
F935711871,H22M02E1,1
F935807462,H22M02E1,1
F935815892,C81HAAE1,1
F935847077,H22M02E1,1
F935862405,H22M02E1,1
F935864306,H22M02E1,1
F935894794,H22M02E1,1
F935908448,H22M02E1,1
F935912308,J5BORME1,1
F935968914,H22M02E1,1
F935993282,H22M02E1,1
F936010504,H22M02E1,1
F936033064,H22M02E1,1
F936121453,H22M02E1,1
F936158493,H22M02E1,1
F936169709,H22M02E1,1
F936217033,H22M02E1,1
F936232140,H22M02E1,1
F936233343,C81HAAE1,1
F936344502,H22M02E1,1
F936473477,H22M02E1,1
F936503615,H22M02E1,1
F936516084,LK10SAE1,1
F936656151,H22M02E1,1
F936801005,H22M02E1,1
F937038453,H22M02E1,1
F937049194,C81HAAE1,1
F937100783,H22M02E1,1
F937163744,H22M02E1,1
F937185584,LKC3GAE1,1
F937413498,H22M02E1,1
F937431850,LKC3GAE1,1
F937871953,H22M02E1,1
F937910540,H22M02E1,1
F937940868,H22M02E1,1
F938620468,LK10SAE1,1
F939967540,H5C142E1,1
F939967609,H22M02E1,1
F940009644,H5C142E1,1
F940011175,LKC3GAE1,1
F940015667,LKC3GAE1,1
F940017074,LK10SAE1,1
F940026342,LKC3GAE1,1
F940026766,LKC3GAE1,1
F940027419,LKC3GAE1,1
F940030165,LKC3GAE1,1
F940032192,B31105E1,1
F940033247,LK10SAE1,1
F940034521,LK10SAE1,1
F940039054,LK10SAE1,1
F940039755,H5C142E1,1
F940039766,H5C142E1,1
F940043235,LK10SAE1,1
F940045321,H5C142E1,1
F940047015,H5C142E1,1
F940048562,H22M02E1,1
F940048654,H22M02E1,1
F940049695,H5C142E1,1
F940049710,H5C142E1,1
F940049743,H5C142E1,1
F940049765,H5C142E1,1
F940049994,H5C142E1,1
F940051089,H5C142E1,1
F945995515,LKC3GAE1,1
F946289059,LKC3GAE1,1
F946574151,LK10SAE1,1
A890186790,R13021E1,2
A891097581,R23102E1,2
A903428732,R13021E1,2
A905851394,Q4B104E1,2
A905947446,R23102E1,2
A913203745,R13021E1,2
A913232907,R13021E1,2
A913356122,R23102E1,2
A913360369,R13021E1,2
A913498824,R13021E1,2
A913543076,R13021E1,2
A913568149,Q83142E1,2
A913569009,R83052E1,2
A913759105,R83052E1,2
A913765265,R83052E1,2
A914247096,R23102E1,2
A914722179,R83052E1,2
A914812735,R23102E1,2
A916035916,R83052E1,2
A916048581,R23102E1,2
A916064813,R23102E1,2
A916075004,R13021E1,2
A916124911,R13021E1,2
A916129891,R83052E1,2
A916131997,M12365E1,2
A916153531,R13021E1,2
A916214865,R13021E1,2
A916215183,R23102E1,2
A916215529,R13021E1,2
A916228127,R13021E1,2
A916233707,Q13017E1,2
A916239983,Q82028E1,2
A916242916,R13021E1,2
A916248561,Q4B104E1,2
A916307064,R83052E1,2
A916322595,Q83142E1,2
A916347358,R13021E1,2
A916350990,R83052E1,2
A916360999,AAA011E1,2
A916374583,R83052E1,2
A916379968,R83052E1,2
A916400491,M12365E1,2
A916408567,R83052E1,2
A916482176,R13021E1,2
A916502555,R13021E1,2
A916508281,M12365E1,2
A916544681,R83052E1,2
A916550132,R23102E1,2
A916554783,R23102E1,2
A916569813,R23102E1,2
A916573083,R83052E1,2
A916585503,R83052E1,2
A916625935,R13021E1,2
A916631648,R13021E1,2
A916647041,M12365E1,2
A916761440,R13021E1,2
A916773650,R83052E1,2
A916858957,Q13017E1,2
A916863641,R13021E1,2
A916866114,R83052E1,2
A916909123,R23102E1,2
A916913843,R13021E1,2
A916918653,R23102E1,2
A916937595,R83052E1,2
A917032538,R13021E1,2
A917053795,R23102E1,2
A917117525,R83052E1,2
A917224236,R83052E1,2
A917372766,R13021E1,2
A917392878,R83052E1,2
A917455542,R83052E1,2
A917506165,V42124E1,2
A917521087,R83052E1,2
A917985647,R23102E1,2
A918241535,Q83142E1,2
A918290946,R23102E1,2
A918765754,R83052E1,2
A920057386,V13103E1,2
A920061866,V13103E1,2
A920083721,V13181E1,2
A920103683,R13021E1,2
A920131022,Q83198E1,2
A920140976,V13181E1,2
A920148846,V13181E1,2
A920157996,AAA011E1,2
A920161753,Q4B104E1,2
A920165739,V13103E1,2
A920331781,V13103E1,2
A920339547,V13103E1,2
A920353923,Q83142E1,2
A920375361,V13103E1,2
A920396285,AAA011E1,2
A920420764,Q4B104E1,2
A920467518,Q4B104E1,2
A920526583,Q4B104E1,2
A920609325,Q82028E1,2
A920767773,V13181E1,2
A920861923,Q83142E1,2
A920917943,V13103E1,2
A920921630,Q83142E1,2
A920926901,Q83142E1,2
A920940479,Q83142E1,2
A920998263,V82113E1,2
A921066174,L83115E1,2
A921161848,V13181E1,2
A921235231,Q4B104E1,2
A921237648,Q4B104E1,2
A921447993,V82113E1,2
A921610896,Q83142E1,2
A921771441,V13103E1,2
A921980777,Q83142E1,2
A923171108,Q82028E1,2
A923472430,Q4B104E1,2
A926170454,V13103E1,2
A926739848,Q83142E1,2
A926876361,Q83142E1,2
A927120360,V13103E1,2
A927125642,V13103E1,2
A927270403,Q83142E1,2
A928203334,V82113E1,2
A928203345,V13103E1,2
A928204412,R23102E1,2
A928204423,R23102E1,2
A928208801,V82113E1,2
A928381263,Q4B104E1,2
A930054991,R4A101E1,2
A930065229,V12143E1,2
A930107264,V42124E1,2
A930107987,R4A101E1,2
A930126025,R4A101E1,2
A930245898,R12024E1,2
A930275943,AAA011E1,2
A930386238,Q4B104E1,2
A930509619,V12143E1,2
A930690607,V12143E1,2
A930763934,R4A101E1,2
A931033210,R42217E1,2
A931053447,Q82028E1,2
A931121997,R42217E1,2
A931378731,L31097E1,2
A931524888,V82113E1,2
A931778551,V12143E1,2
A932465436,V42124E1,2
A935011070,V42124E1,2
A935034530,V82113E1,2
A935039214,M12365E1,2
A935059005,R4A101E1,2
A935063013,R4A101E1,2
A935064777,R4A101E1,2
A935068111,V12143E1,2
A935081246,V12143E1,2
A935083620,R4A101E1,2
A935084029,R42217E1,2
A935095656,V12143E1,2
A935108130,R12024E1,2
A935108912,R4A101E1,2
A935109838,V42124E1,2
A935118586,R42217E1,2
A935139994,V42124E1,2
A935140417,R4A101E1,2
A935143212,Q8B044E1,2
A935147391,V12143E1,2
A935150449,V82113E1,2
A935152982,V12143E1,2
A935162408,V12143E1,2
A935166679,R42217E1,2
A935181362,R42217E1,2
A935187331,V42124E1,2
A935213054,V12143E1,2
A935219791,R4A101E1,2
A935228564,V82113E1,2
A935238105,R4A101E1,2
A935260704,V12143E1,2
A935264506,V42124E1,2
A935281880,R12024E1,2
A935288018,V12143E1,2
A935289967,Q8B044E1,2
A935307353,R12024E1,2
A935312955,V12143E1,2
A935326332,R4A101E1,2
A935358241,V12143E1,2
A935362695,R8A013E1,2
A935367977,V82113E1,2
A935371022,V12143E1,2
A935372177,R4A101E1,2
A935389717,V42124E1,2
A935390816,V12143E1,2
A935394032,R4A101E1,2
A935423963,V82113E1,2
A935435139,V12143E1,2
A935438886,R4A101E1,2
A935464003,R42217E1,2
A935464704,Q82028E1,2
A935464748,V12143E1,2
A935466258,V12143E1,2
A935475113,R42217E1,2
A935480151,R42217E1,2
A935484908,R4A101E1,2
A935485444,R42217E1,2
A935487150,V42124E1,2
A935492914,V82113E1,2
A935499555,R42217E1,2
A935503092,V12143E1,2
A935506495,L3B046E1,2
A935508961,V12143E1,2
A935513149,R12024E1,2
A935516368,V82113E1,2
A935533000,V82113E1,2
A935547731,R42217E1,2
A935580945,V82113E1,2
A935617942,R4A101E1,2
A935646643,V82113E1,2
A935648658,V82113E1,2
A935693566,AAA011E1,2
A935704851,R4A101E1,2
A935740343,R42217E1,2
A935750283,V42124E1,2
A935819144,L31097E1,2
A935855636,V12143E1,2
A935860892,R4A101E1,2
A935862139,V42124E1,2
A935885910,V42124E1,2
A935891209,V82113E1,2
A935923463,R4A101E1,2
A935926589,R4A101E1,2
A935957273,LKB2SAE1,2
A935975130,V82113E1,2
A935978991,V82113E1,2
A936041416,V12143E1,2
A936082305,V11103E1,2
A936112152,V12143E1,2
A936155160,V82113E1,2
A936229656,Q82028E1,2
A936258025,V82113E1,2
A936333104,R42217E1,2
A936359252,R42217E1,2
A936363776,R42217E1,2
A936363938,V42124E1,2
A936387945,V12143E1,2
A936394448,R4A101E1,2
A936444422,V82113E1,2
A936458533,AAA011E1,2
A936482114,R42217E1,2
A936532947,V12143E1,2
A936533748,V42124E1,2
A936537034,V42124E1,2
A936559483,R42217E1,2
A936594473,R4A101E1,2
A936633668,R42217E1,2
A936655039,V12143E1,2
A936682057,V12143E1,2
A936686262,V12143E1,2
A936718404,V12143E1,2
A936793320,V42124E1,2
A936803205,V82113E1,2
A936980562,V42124E1,2
A936983367,V42124E1,2
A937054888,V42124E1,2
A937288885,V42124E1,2
A937397833,V42124E1,2
A937435652,Q8B044E1,2
A937475924,V42124E1,2
A937549557,V11103E1,2
A937584732,V42124E1,2
A937588707,V82113E1,2
A937641552,L3B046E1,2
A937702163,V12143E1,2
A937787676,V42124E1,2
A937822999,R4A101E1,2
A937928958,V42124E1,2
A938107431,V82113E1,2
A938183402,V42124E1,2
A939833430,V82113E1,2
A939833452,V82113E1,2
A939965719,Q4B104E1,2
A939965753,V11103E1,2
A939965856,V82113E1,2
A939965889,V82113E1,2
A939966222,V82113E1,2
A939968743,V12143E1,2
A939969739,V42124E1,2
A940001419,R4A101E1,2
A940001925,R42217E1,2
A940002472,V12143E1,2
A940002715,V11103E1,2
A940005716,V82113E1,2
A940005727,V82113E1,2
A940005738,V82113E1,2
A940005761,V82113E1,2
A940005772,V82113E1,2
A940005783,V82113E1,2
A940005875,V82113E1,2
A940005886,V82113E1,2
A940005901,V82113E1,2
A940005923,V82113E1,2
A940005934,V82113E1,2
A940005956,V82113E1,2
A940011119,R4A101E1,2
A940011348,V11103E1,2
A940012013,V11103E1,2
A940012301,V11103E1,2
A940012563,V11103E1,2
A940012817,R4A101E1,2
A940013010,V11103E1,2
A940013700,V11103E1,2
A940013755,R4A101E1,2
A940013870,R4A101E1,2
A940014073,AAA011E1,2
A940014280,V11103E1,2
A940014534,V11103E1,2
A940014682,V11103E1,2
A940014811,R4A101E1,2
A940014969,R4A101E1,2
A940014970,R4A101E1,2
A940015438,V11103E1,2
A940015759,R4A101E1,2
A940015818,R4A101E1,2
A940016619,V11103E1,2
A940017166,R4A101E1,2
A940017890,V11103E1,2
A940017993,V11103E1,2
A940018646,V11103E1,2
A940018657,V11103E1,2
A940018886,R4A101E1,2
A940020155,V11103E1,2
A940020166,R4A101E1,2
A940020247,V11103E1,2
A940021462,R4A101E1,2
A940021794,L31097E1,2
A940021853,V11103E1,2
A940022676,R4A101E1,2
A940022779,V11103E1,2
A940022849,G111GAE1,2
A940023112,V11103E1,2
A940023396,V11103E1,2
A940023433,R4A101E1,2
A940023570,R4A101E1,2
A940024186,V11103E1,2
A940024496,V11103E1,2
A940025367,V11103E1,2
A940025415,V11103E1,2
A940026467,R4A101E1,2
A940026951,V11103E1,2
A940027202,L31097E1,2
A940027235,V11103E1,2
A940027763,V11103E1,2
A940029572,R4A101E1,2
A940030969,V11103E1,2
A940031221,R4A101E1,2
A940031450,V11103E1,2
A940031634,R8A013E1,2
A940031977,R4A101E1,2
A940032262,R4A101E1,2
A940034059,R4A101E1,2
A940034093,V11103E1,2
A940034417,V11103E1,2
A940034495,V11103E1,2
A940034613,R4A101E1,2
A940034761,V11103E1,2
A940034819,V11103E1,2
A940035148,V11103E1,2
A940035584,V11103E1,2
A940036765,V11103E1,2
A940037599,V11103E1,2
A940041758,V82113E1,2
A940042537,Q4B104E1,2
A940042700,V11103E1,2
A940042711,L83115E1,2
A940042858,AAA011E1,2
A940042870,D21102E1,2
A940042881,Q4B104E1,2
A940042892,M12365E1,2
A940043017,M12365E1,2
A945169817,R4A101E1,2
A945250610,V11103E1,2
A945730341,R4A101E1,2
A945843179,R4A101E1,2
A945900106,R4A101E1,2
A946035526,R4A101E1,2
A946046670,V11103E1,2
A946295418,R8A013E1,2
A946415212,R4A101E1,2
A946525588,R4A101E1,2
A947201294,V11103E1,2
B913459401,C8CXPAE1,2
B916181707,L83115E1,2
B916291752,N1B406E1,2
B916351230,N1B406E1,2
B916366061,C8CXPAE1,2
B916443199,N1B406E1,2
B916773605,R13021E1,2
B918032922,M12365E1,2
B920010277,L83115E1,2
B920028641,L83115E1,2
B920063125,L83115E1,2
B920066780,L83115E1,2
B920083628,L83115E1,2
B920086939,L83115E1,2
B920095377,C8CXPAE1,2
B920099858,C8CXPAE1,2
B920106422,L83115E1,2
B920108150,L83115E1,2
B920109009,M12365E1,2
B920124574,L83115E1,2
B920140507,L83115E1,2
B920162576,N1B406E1,2
B920183537,L3B046E1,2
B920286274,L83115E1,2
B920297443,L83115E1,2
B920307177,L83115E1,2
B920308185,L83115E1,2
B920314452,M12365E1,2
B920318324,G111GAE1,2
B920325252,L83115E1,2
B920374607,L83115E1,2
B920379923,L83115E1,2
B920391501,L83115E1,2
B920391970,L83115E1,2
B920401431,L83115E1,2
B920414626,L83115E1,2
B920417155,L83115E1,2
B920537899,L83115E1,2
B920630031,L83115E1,2
B920631382,L83115E1,2
B920686935,L3B046E1,2
B920703933,M12365E1,2
B920704055,L3B046E1,2
B920754669,L83115E1,2
B920783083,L83115E1,2
B920846023,C8CXPAE1,2
B920966848,L83115E1,2
B920987256,C8CXPAE1,2
B921137854,L83115E1,2
B921175166,M12365E1,2
B921456087,L83115E1,2
B921457811,C8CXPAE1,2
B921685001,M12365E1,2
B921759667,C8CXPAE1,2
B921844170,L3B046E1,2
B921851695,M12365E1,2
B921954066,L83115E1,2
B922005420,L83115E1,2
B922012820,L83115E1,2
B922092154,C8CXPAE1,2
B922280876,L3B046E1,2
B922508792,L3B046E1,2
B922692172,L83115E1,2
B922804007,M12365E1,2
B922858893,C8CXPAE1,2
B922938003,M12365E1,2
B922938575,L3B046E1,2
B923172275,C8CXPAE1,2
B923185954,M12365E1,2
B923393951,L83115E1,2
B926031122,L83115E1,2
B926159518,M12365E1,2
B926282355,L83115E1,2
B926430990,C8CXPAE1,2
B926490329,L83115E1,2
B927012674,L83115E1,2
B927371940,M12365E1,2
B927431303,L83115E1,2
B927578309,L3B046E1,2
B930369954,N1B406E1,2
B930410843,L3B046E1,2
B931318944,LKB2SAE1,2
B931727733,M12365E1,2
B935010051,LKB2SAE1,2
B935020289,LKB2SAE1,2
B935042373,N1B406E1,2
B935061606,N1B406E1,2
B935135848,M12365E1,2
B935143566,M12365E1,2
B935144460,M12365E1,2
B935166842,M12365E1,2
B935179819,M12365E1,2
B935183115,N1B406E1,2
B935230822,M12365E1,2
B935236547,N1B406E1,2
B935237533,N1B406E1,2
B935248148,M12365E1,2
B935248986,N1B406E1,2
B935274022,V12143E1,2
B935293322,M12365E1,2
B935301797,M12365E1,2
B935327764,N1B406E1,2
B935378847,L3B046E1,2
B935414835,N1B406E1,2
B935445965,M12365E1,2
B935461149,L3B046E1,2
B935468551,M12365E1,2
B935635290,N1B406E1,2
B935658886,L3B046E1,2
B935675780,N1B406E1,2
B935679308,G111GAE1,2
B935797705,N1B406E1,2
B935821549,N1B406E1,2
B935837067,N1B406E1,2
B935865059,N1B406E1,2
B935885172,N1B406E1,2
B935938054,N1B406E1,2
B935939730,M12365E1,2
B935968866,N1B406E1,2
B936415385,G12ST1E1,2
B936511377,N1B406E1,2
B936632465,M12365E1,2
B936697246,R4A101E1,2
B936733566,N1B406E1,2
B937149896,AAA011E1,2
B937653511,M12365E1,2
B937688605,M12365E1,2
B938007267,M12365E1,2
B938076861,L3B046E1,2
B938169288,L3B046E1,2
B938187857,L3B046E1,2
B938327453,N1B406E1,2
B938593726,L3B046E1,2
B938761819,M12365E1,2
B939829617,L83115E1,2
B939834736,L31097E1,2
B939834806,L3B046E1,2
B940013652,L31097E1,2
B940013663,L31097E1,2
B940014213,V11103E1,2
B940014419,R4A101E1,2
B940014420,L31097E1,2
B940014567,L31097E1,2
B940015287,R4A101E1,2
B940015368,G111GAE1,2
B940016952,R4A101E1,2
B940016963,R4A101E1,2
B940017269,L31097E1,2
B940017328,L31097E1,2
B940018093,AAA011E1,2
B940018679,V11103E1,2
B940018912,L31097E1,2
B940018967,L31097E1,2
B940019115,V11103E1,2
B940020834,L31097E1,2
B940021727,L31097E1,2
B940023101,R4A101E1,2
B940023891,V11103E1,2
B940024027,L31097E1,2
B940025943,L31097E1,2
B940027110,L31097E1,2
